"Tema","Entidad","Indicador","link.de.consulta","2016","2018","2020","2021","2022","2023","2024","2025"
"Social","Guerrero","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",3.3520028134,4.0330964058,4.0092033297,NA,3.367741398,NA,2.7032793608,NA
"Social","Guerrero","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",26.0112362789,25.8470621345,26.5559561999,NA,28.8151850926,NA,28.3025144707,NA
"Social","Guerrero","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",13.3221105064,13.778885,33.4781516459,NA,52.7394540254,NA,38.8583471738,NA
"Social","Guerrero","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",75.2694919749,74.8970304231,73.5142658355,NA,71.6255380599,NA,72.5634527484,NA
"Social","Guerrero","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",31.6500149894,28.8267719187,25.9435155191,NA,26.933322225,NA,26.107839291,NA
"Social","Guerrero","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",50.2140312241,58.6255823525,56.2859540193,NA,53.9168818906,NA,47.3594811355,NA
"Social","Guerrero","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",30.3775885527,38.8919874113,36.0520323083,NA,31.4842122803,NA,27.9199584482,NA
"Social","Guerrero","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",33.7883094272,36.396227503,34.8493218895,NA,27.2223610764,NA,28.9080894451,NA
"Social","Guerrero","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",70.180160963,71.9231149075,70.41491416,NA,63.7224860452,NA,60.7643684635,NA
"Social","Hidalgo","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",56.9022435963,49.8697088104,50.7507934467,NA,40.9990212816,NA,35.3090128011,NA
"Social","Hidalgo","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",47.3901078357,42.8404596873,42.6081016542,NA,34.220271824,NA,29.656244466,NA
"Social","Hidalgo","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",9.5121357606,7.0292491231,8.1426917924,NA,6.7787494576,NA,5.6527683351,NA
"Social","Hidalgo","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",5.6322071163,5.3247156207,6.4590855539,NA,5.0754626741,NA,5.8221476718,NA
"Social","Hidalgo","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",19.9204319409,19.7427307771,18.852008223,NA,19.9960407831,NA,18.012754069,NA
"Social","Hidalgo","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",14.432520113,14.4327731645,26.9262933132,NA,50.4085911839,NA,43.5261242317,NA
"Social","Hidalgo","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",72.0223503034,69.7326729809,66.6277402264,NA,65.4317288475,NA,61.9386581169,NA
"Social","Hidalgo","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",11.2240319469,9.7564567107,7.8839936072,NA,6.4273293657,NA,6.2367570807,NA
"Social","Hidalgo","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",28.0483526883,25.6283821805,20.5211059073,NA,24.462354182,NA,18.199811271,NA
"Social","Hidalgo","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",27.6594522422,27.305240309,28.5066593941,NA,19.0691405965,NA,16.3980931435,NA
"Social","Hidalgo","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",19.2603107396,14.5269417463,16.8795234215,NA,12.0021601487,NA,10.1944317511,NA
"Social","Hidalgo","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",62.5344507125,55.1944244311,57.2098790006,NA,46.0744839557,NA,41.1311604729,NA
"Social","Jalisco","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",30.4683992931,27.8015028208,31.4155048612,NA,21.8361530981,NA,18.6316104925,NA
"Social","Jalisco","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",28.995187614,25.5016730645,28.411283364,NA,19.7124161049,NA,17.3238028708,NA
"Social","Jalisco","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",1.4732116791,2.2998297562,3.0042214972,NA,2.1237369932,NA,1.3078076217,NA
"Social","Jalisco","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",7.9619027289,8.2906304858,9.7534992546,NA,7.3192372737,NA,5.4353123065,NA
"Social","Jalisco","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",17.9314462586,19.3409447807,18.4931806721,NA,20.4421801476,NA,19.0960212121,NA
"Social","Jalisco","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",17.5825184506,19.3510521314,32.0883413931,NA,37.1306730394,NA,32.0414413824,NA
"Social","Jalisco","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",46.9515841948,45.5185454075,44.4018428236,NA,41.9749069577,NA,40.3217103878,NA
"Social","Jalisco","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",6.0593998487,7.0766172461,6.2974831946,NA,5.2579852753,NA,3.1603642061,NA
"Social","Jalisco","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",4.8525928181,8.1204961627,5.3831097882,NA,4.1523349356,NA,2.6189030055,NA
"Social","Jalisco","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",15.9538161625,15.9042995648,14.8215982901,NA,13.8386736713,NA,7.9676910356,NA
"Social","Jalisco","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",5.4529575926,5.8522412351,7.406331542,NA,4.7314856737,NA,3.8048572275,NA
"Social","Jalisco","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",38.430302022,36.0921333066,41.1690041158,NA,29.1553903718,NA,24.066922799,NA
"Social","México","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",46.6453891394,41.7744965656,48.8645644136,NA,42.8755149927,NA,31.1960352171,NA
"Social","México","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",40.9689237263,37.1224597922,40.6531445321,NA,36.9155028307,NA,27.4892357411,NA
"Social","México","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",5.6764654131,4.6520367733,8.2114198815,NA,5.960012162,NA,3.7067994759,NA
"Social","México","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",10.0276686246,9.5939004141,11.8010456343,NA,10.0732230791,NA,7.0728306446,NA
"Social","México","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",14.761052706,14.7148419949,14.1115297587,NA,16.3426017835,NA,14.3916354132,NA
"Social","México","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",15.5211837509,19.7536807068,34.2359752257,NA,44.1543658863,NA,40.2351245476,NA
"Social","México","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",52.9749696199,54.6696756209,52.7468855393,NA,52.0978718415,NA,48.7714747183,NA
"Social","México","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",12.6453778656,9.6483724527,7.1896892225,NA,6.6180402414,NA,5.6021923884,NA
"Social","México","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",11.7019146805,10.3306236042,9.8790062427,NA,9.4612210012,NA,8.4499269822,NA
"Social","México","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",24.1816771991,23.4125037166,24.1974101459,NA,20.2865850283,NA,14.6053270552,NA
"Social","México","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",13.7635784552,10.788687437,19.4623767455,NA,12.1178616619,NA,7.4548108711,NA
"Social","México","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",56.673057764,51.3683969796,60.6656100479,NA,52.9487380719,NA,38.2688658616,NA
"Social","Michoacán de Ocampo","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",54.1625036539,46.2115110109,44.509288722,NA,41.7362776403,NA,34.2986448426,NA
"Social","Michoacán de Ocampo","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",45.8538845508,40.8957601348,36.921506972,NA,34.2101594897,NA,28.85187698,NA
"Social","Michoacán de Ocampo","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",8.3086191031,5.3157508761,7.58778175,NA,7.5261181506,NA,5.4467678626,NA
"Social","Michoacán de Ocampo","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",4.9567072685,5.2572671645,5.335826235,NA,4.6382970717,NA,4.1370435407,NA
"Social","Michoacán de Ocampo","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",28.428005502,27.0299481673,29.4192926896,NA,28.9364163464,NA,25.7312470554,NA
"Social","Michoacán de Ocampo","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",22.7777538706,21.1943683083,38.6550930166,NA,51.2139308133,NA,46.0542148001,NA
"Social","Michoacán de Ocampo","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",69.9435643743,66.9956563235,64.2786070067,NA,62.8141345024,NA,61.2233609516,NA
"Social","Michoacán de Ocampo","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",14.8115256125,12.6868018037,11.6076796281,NA,10.314684289,NA,11.126430945,NA
"Social","Michoacán de Ocampo","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",24.4732530007,17.6719963034,16.9158664447,NA,21.7857108897,NA,16.1263185771,NA
"Social","Michoacán de Ocampo","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",27.7720313771,22.8122531209,23.3337602667,NA,23.0360277631,NA,20.4210214307,NA
"Social","Michoacán de Ocampo","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",16.995616211,12.781663457,14.4921501966,NA,12.9261453011,NA,9.4293105407,NA
"Social","Michoacán de Ocampo","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",59.1192109224,51.4687781755,49.845114957,NA,46.374574712,NA,38.4356883832,NA
"Social","Morelos","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",46.6933816479,48.5441448656,50.9457899582,NA,41.055885694,NA,35.3565354264,NA
"Social","Morelos","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",41.5947768506,42.3748527027,42.5040977737,NA,35.2104203331,NA,30.4680614562,NA
"Social","Morelos","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",5.0986047973,6.1692921629,8.4416921844,NA,5.8454653608,NA,4.8884739702,NA
"Social","Morelos","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",7.0546237327,5.8899049197,9.1016374395,NA,6.7212900228,NA,5.941868331,NA
"Social","Morelos","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",17.4798867719,19.3209728423,17.7426137597,NA,17.8979810057,NA,17.3713974501,NA
"Social","Morelos","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",15.044898185,16.813263456,31.7724092177,NA,46.4475164485,NA,43.9949979868,NA
"Social","Morelos","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",61.8753520109,64.0806534523,60.1464115951,NA,57.9790751447,NA,54.6885759982,NA
"Social","Morelos","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",10.9156640719,11.2948559429,9.0564974067,NA,9.9930688345,NA,8.0128052349,NA
"Social","Morelos","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",16.9717905875,19.9295724061,17.9297525952,NA,17.4310602792,NA,12.7163406197,NA
"Social","Morelos","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",21.5643349259,25.6301114645,24.3629157425,NA,18.529846554,NA,16.8544111935,NA
"Social","Morelos","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",12.1235278182,14.7341108695,20.0769404774,NA,11.6229127514,NA,8.7909975933,NA
"Social","Morelos","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",53.7480053806,54.4340497853,60.0474273977,NA,47.7771757167,NA,41.2984037574,NA
"Social","Nayarit","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",38.1043460591,35.7205399549,30.4054414123,NA,29.3131620821,NA,23.5022095909,NA
"Social","Nayarit","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",30.353662357,30.14439931,26.6106958245,NA,22.8839521748,NA,19.7850114744,NA
"Social","Nayarit","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",7.7506837021,5.5761406449,3.7947455878,NA,6.4292099074,NA,3.7171981165,NA
"Social","Nayarit","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",6.4321335738,5.9602562298,7.0592538405,NA,5.9936066083,NA,4.644325069,NA
"Social","Nayarit","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",17.6796464223,19.1601174441,18.2601239239,NA,20.3331727325,NA,18.4157249486,NA
"Social","Nayarit","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",15.0484729948,13.6543516188,24.7283411734,NA,34.0885533881,NA,25.6974775581,NA
"Social","Nayarit","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",56.2647429873,52.9070528662,47.9709358564,NA,51.5196588078,NA,48.9634395589,NA
"Social","Nayarit","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",9.6668275377,11.8641307728,7.162120045,NA,10.8466568616,NA,7.7165093292,NA
"Social","Nayarit","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",18.2043401323,17.2238279319,11.7921489025,NA,14.386874687,NA,9.7825492209,NA
"Social","Nayarit","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",20.7146062469,19.7160785187,20.4337982498,NA,16.9730761184,NA,12.928198757,NA
"Social","Nayarit","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",14.9073297942,11.2065353658,9.7256201443,NA,10.1331454726,NA,7.1016701482,NA
"Social","Nayarit","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",44.5364796329,41.6807961847,37.4646952528,NA,35.3067686904,NA,28.1465346598,NA
"Social","Nuevo León","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",18.8403397485,19.3832686388,24.3304028016,NA,16.0404460395,NA,10.5795446073,NA
"Social","Nuevo León","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",17.5775443806,18.6488076004,22.2155708049,NA,14.9686629693,NA,10.0970462269,NA
"Social","Nuevo León","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",1.2627953679,0.7344610384,2.1148319967,NA,1.0717830702,NA,0.4824983803,NA
"Social","Nuevo León","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",9.2142885597,11.9561104461,11.3166391485,NA,9.637793877,NA,7.3534750113,NA
"Social","Nuevo León","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",12.2311625205,13.4364096538,14.3692640774,NA,13.5154573843,NA,13.2746930464,NA
"Social","Nuevo León","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",13.3237022539,12.9598787118,21.5247586964,NA,22.8338969822,NA,15.8220280235,NA
"Social","Nuevo León","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",31.0766752613,28.3034117216,31.8502816418,NA,27.1841374719,NA,24.6916678074,NA
"Social","Nuevo León","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",4.9845555975,3.0574675961,3.9112439877,NA,3.1646051263,NA,2.584157823,NA
"Social","Nuevo León","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",2.7304336761,2.3852899878,2.3407259682,NA,3.8075065919,NA,1.9101055953,NA
"Social","Nuevo León","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",14.7139911126,12.4972693069,14.7160275444,NA,11.6994332477,NA,9.271183374,NA
"Social","Nuevo León","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",4.2981523922,4.2338011285,7.3426126866,NA,3.8118480669,NA,2.4947518879,NA
"Social","Nuevo León","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",28.0546283082,31.3393790849,35.64704195,NA,25.6782399165,NA,17.9330196186,NA
"Social","Oaxaca","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",67.9776094787,64.3359593979,61.6642479179,NA,58.440346184,NA,51.6137646138,NA
"Social","Oaxaca","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",43.7212795036,42.64549527,41.0169638752,NA,38.2079113311,NA,35.3444772402,NA
"Social","Oaxaca","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",24.256329975,21.6904641279,20.6472840427,NA,20.2324348529,NA,16.2692873735,NA
"Social","Oaxaca","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",2.0373299702,2.9121537427,2.4335539962,NA,2.9834967066,NA,2.5439317489,NA
"Social","Oaxaca","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",28.5074936143,29.5778261421,29.5962465242,NA,29.1302411198,NA,30.514391643,NA
"Social","Oaxaca","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",15.8760324687,16.2564939639,36.9258711095,NA,65.7087413548,NA,43.850328131,NA
"Social","Oaxaca","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",80.4727325036,78.2647688653,72.9967337294,NA,74.3253396156,NA,73.8540126802,NA
"Social","Oaxaca","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",26.2737304598,25.1141908413,22.7012048632,NA,21.103612597,NA,18.8889479687,NA
"Social","Oaxaca","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",61.9842511074,58.2768499616,53.6890477712,NA,55.1704413232,NA,46.6954184868,NA
"Social","Oaxaca","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",34.9554231068,32.0027889445,33.2624265617,NA,28.6111675179,NA,23.5179644611,NA
"Social","Oaxaca","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",33.0954144554,30.4319466553,28.7193781128,NA,24.8609430998,NA,22.3299140186,NA
"Social","Oaxaca","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",70.0149394489,67.2481131406,64.0978019141,NA,61.4238428906,NA,54.1576963627,NA
"Social","Puebla","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",58.1260894098,58.0094416678,62.432099535,NA,54.0172651267,NA,43.442769114,NA
"Social","Puebla","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",50.1682391183,49.9032560303,49.6889456511,NA,42.6156300601,NA,36.1460294123,NA
"Social","Puebla","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",7.9578502915,8.1061856375,12.7431538839,NA,11.4016350667,NA,7.2967397017,NA
"Social","Puebla","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",5.6051601661,6.3256765399,7.5088470018,NA,6.7348500464,NA,5.7831651584,NA
"Social","Puebla","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",21.133003578,21.3137258142,23.1554565403,NA,21.8982822447,NA,22.6501072492,NA
"Social","Puebla","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",17.3781494314,20.8035131443,32.006940861,NA,48.2831532016,NA,47.3050612608,NA
"Social","Puebla","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",69.4027689259,70.6293832647,68.8658435777,NA,67.2549842546,NA,67.6567017209,NA
"Social","Puebla","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",14.4676308759,11.6572584076,10.3526560475,NA,11.3672162165,NA,10.7454103296,NA
"Social","Puebla","Porcentaje de la Población con Carencia por acceso a los servicios básicos en la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",25.7174187084,26.4871692432,26.1866724542,NA,27.0780883434,NA,18.7697102527,NA
"Social","Puebla","Porcentaje de la Población con Carencia por acceso a la alimentación nutritiva y de calidad","https://inegi.org.mx/desarrollosocial/pm/#tabulados",23.6868593155,24.5023001885,30.8120466228,NA,22.1679437336,NA,16.9514768796,NA
"Social","Puebla","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza extrema por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",17.6636125623,17.7808451419,26.2187596735,NA,19.1268424734,NA,13.4766345844,NA
"Social","Puebla","Porcentaje de la Población con Población con Ingreso Inferior a la Línea de pobreza por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",63.7312495759,64.3351182077,69.9409465367,NA,60.7521151731,NA,49.2259342724,NA
"Social","Querétaro","Porcentaje de la Población en situación de Pobreza","https://inegi.org.mx/desarrollosocial/pm/#tabulados",29.6880861919,26.3734686336,31.3252961754,NA,21.6907220327,NA,16.3260099131,NA
"Social","Querétaro","Porcentaje de la Población en situación de Pobreza Moderada","https://inegi.org.mx/desarrollosocial/pm/#tabulados",27.1810339191,24.7050051287,28.4145119681,NA,19.9727894675,NA,15.2116244065,NA
"Social","Querétaro","Porcentaje de la Poblaciónn en situación de Pobreza Extrema","https://inegi.org.mx/desarrollosocial/pm/#tabulados",2.5070522728,1.6684635048,2.9107842073,NA,1.7179325652,NA,1.1143855066,NA
"Social","Querétaro","Porcentaje de la población vulnerable por ingresos","https://inegi.org.mx/desarrollosocial/pm/#tabulados",8.5920171471,7.0787861547,8.5875001044,NA,7.5339313401,NA,4.7781856641,NA
"Social","Querétaro","Porcentaje de la Población con Rezago Educativo","https://inegi.org.mx/desarrollosocial/pm/#tabulados",15.6579702161,17.4552757452,16.9770907603,NA,17.6099503107,NA,14.5368176267,NA
"Social","Querétaro","Porcentaje de la Población con Carencia por acceso a la seguridad social","https://inegi.org.mx/desarrollosocial/pm/#tabulados",13.1750786149,11.8346117717,20.8811791913,NA,30.4314691788,NA,24.1364488333,NA
"Social","Querétaro","Porcentaje de la Población con Carencia por acceso a los servicios de salud","https://inegi.org.mx/desarrollosocial/pm/#tabulados",45.9354191274,45.8948537711,44.9285338588,NA,43.2160958341,NA,37.4399852987,NA
"Social","Querétaro","Porcentaje de la Población con Carencia por calidad y espacios de la vivienda","https://inegi.org.mx/desarrollosocial/pm/#tabulados",9.7153724477,8.4797091086,6.7171493692,NA,4.9839642117,NA,5.1310868956,NA
