"Tema","Entidad","Indicador","link.de.consulta","2025_1","2025_2","2025_3","2025_4","2025_5","2025_6","2025_7","2025_8","2025_9","2025_10","2025_11","2025_12"
"Económico","Aguascalientes","Empleos formales generados","https://mexicocomovamos.mx/datos/",2522,4571,5843,5451,6515,4555,5834,4548,6751,"9583","8403",NA
"Económico","Baja California","Empleos formales generados","https://mexicocomovamos.mx/datos/",9436,14000,16531,12678,13283,7608,5880,11855,11328,"13690","9739",NA
"Económico","Baja California Sur","Empleos formales generados","https://mexicocomovamos.mx/datos/",238,2084,2956,3561,7140,9882,9321,7159,8723,"12104","13042",NA
"Económico","Campeche","Empleos formales generados","https://mexicocomovamos.mx/datos/",-4496,-5440,-837,-1930,-7349,-3123,4255,1117,7163,"-9166","-7363",NA
"Económico","Coahuila de Zaragoza","Empleos formales generados","https://mexicocomovamos.mx/datos/",4454,3802,6764,4227,2318,-2121,-3813,-2385,-3493,"-2510","-4952",NA
"Económico","Colima","Empleos formales generados","https://mexicocomovamos.mx/datos/",1251,2637,4416,3531,3395,2156,1594,2741,3983,"3431","3920",NA
"Económico","Chiapas","Empleos formales generados","https://mexicocomovamos.mx/datos/",-1552,3303,-910,-1880,-928,-1270,-4419,-4637,-4471,"401","-2728",NA
"Económico","Chihuahua","Empleos formales generados","https://mexicocomovamos.mx/datos/",5966,6776,4877,4791,3758,4491,3263,4626,6316,"8232","7598",NA
"Económico","Ciudad de México","Empleos formales generados","https://mexicocomovamos.mx/datos/",-16965,-758,-12820,-8031,1726,-15274,78613,76310,69064,"185118","217942",NA
"Económico","Durango","Empleos formales generados","https://mexicocomovamos.mx/datos/",993,2780,3558,5227,2240,2495,1589,1285,2593,"5226","4802",NA
"Económico","Guanajuato","Empleos formales generados","https://mexicocomovamos.mx/datos/",5637,11860,14848,15311,12726,13710,13621,14141,16559,"22055","20282",NA
"Económico","Guerrero","Empleos formales generados","https://mexicocomovamos.mx/datos/",-1886,3602,9345,-2576,-3232,1854,-3072,-3805,-2681,"-297","1450",NA
"Económico","Hidalgo","Empleos formales generados","https://mexicocomovamos.mx/datos/",2949,2217,2106,3536,8464,1715,5966,4057,13891,"14025","14506",NA
"Económico","Jalisco","Empleos formales generados","https://mexicocomovamos.mx/datos/",10459,25591,28754,24862,18726,16846,13287,21377,30722,"37900","48058",NA
"Económico","México","Empleos formales generados","https://mexicocomovamos.mx/datos/",4354,13648,24875,30956,37022,42453,92336,94781,121528,"149130","146129",NA
"Económico","Michoacán de Ocampo","Empleos formales generados","https://mexicocomovamos.mx/datos/",1137,-373,1633,3857,2819,-744,-220,-2628,5161,"7560","4730",NA
"Económico","Morelos","Empleos formales generados","https://mexicocomovamos.mx/datos/",-741,269,588,-255,-764,-1188,-1729,-721,-315,"684","914",NA
"Económico","Nayarit","Empleos formales generados","https://mexicocomovamos.mx/datos/",1752,4282,3905,482,-1367,-1257,-820,293,2913,"4815","5483",NA
"Económico","Nuevo León","Empleos formales generados","https://mexicocomovamos.mx/datos/",14875,33040,35832,32834,26874,28202,31110,31462,45429,"54522","62452",NA
"Económico","Oaxaca","Empleos formales generados","https://mexicocomovamos.mx/datos/",-2042,-1270,-984,-1655,-5480,-7442,-8958,-7701,-6926,"-4768","-2137",NA
"Económico","Puebla","Empleos formales generados","https://mexicocomovamos.mx/datos/",-4346,-1898,4075,-646,-614,-287,-344,-3066,-3524,"1282","11350",NA
"Económico","Querétaro","Empleos formales generados","https://mexicocomovamos.mx/datos/",3604,8657,11386,10138,7826,8928,5878,10628,11840,"18418","17164",NA
"Económico","Quintana Roo","Empleos formales generados","https://mexicocomovamos.mx/datos/",9516,13662,14864,16272,14612,15236,16222,9710,12607,"23826","17894",NA
"Económico","San Luis Potosí","Empleos formales generados","https://mexicocomovamos.mx/datos/",6639,10224,12506,8345,3257,2889,1815,2511,5973,"7741","6902",NA
"Económico","Sinaloa","Empleos formales generados","https://mexicocomovamos.mx/datos/",8171,9644,1076,-4667,-21079,-36068,-36308,-26214,-10674,"-16676","-8028",NA
"Económico","Sonora","Empleos formales generados","https://mexicocomovamos.mx/datos/",12649,15677,18137,5962,7136,3026,-7923,-6885,-370,"5476","-1755",NA
"Económico","Tabasco","Empleos formales generados","https://mexicocomovamos.mx/datos/",-2101,-2109,-3197,-2590,-2492,-6699,-7943,-8576,-8497,"-3498","-6735",NA
"Económico","Tamaulipas","Empleos formales generados","https://mexicocomovamos.mx/datos/",3012,6180,7686,6539,4691,5882,4242,3727,-931,"781","1888",NA
"Económico","Tlaxcala","Empleos formales generados","https://mexicocomovamos.mx/datos/",-145,2001,2301,2081,1666,748,330,563,811,"1671","4977",NA
"Económico","Veracruz de Ignacio de la Llave","Empleos formales generados","https://mexicocomovamos.mx/datos/",1803,4577,4221,3057,-7386,-8920,-16197,-11057,-7338,"-1188","-683",NA
"Económico","Yucatán","Empleos formales generados","https://mexicocomovamos.mx/datos/",-2330,573,2705,1824,568,1617,-5882,-6118,-89,"2919","4513",NA
"Económico","Zacatecas","Empleos formales generados","https://mexicocomovamos.mx/datos/",-1646,-1257,-309,-2003,-2406,-2613,-2740,-2560,-743,"-1693","-368",NA
"Seguridad Pública","Aguascalientes","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",3375,3316,3651,3165,3316,3162,3196,3287,3389,"3416",NA,NA
"Seguridad Pública","Aguascalientes","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",22,18,19,15,22,20,17,18,24,"15",NA,NA
"Seguridad Pública","Aguascalientes","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",310,378,419,371,420,366,337,348,381,"405",NA,NA
"Seguridad Pública","Aguascalientes","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,0,1,0,0,2,0,0,1,"0",NA,NA
"Seguridad Pública","Aguascalientes","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,0,0,0,0,0,0,0,0,"0",NA,NA
"Seguridad Pública","Aguascalientes","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",21,36,26,35,36,41,28,33,35,"29",NA,NA
"Seguridad Pública","Aguascalientes","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",167,138,150,133,120,149,136,144,157,"144",NA,NA
"Seguridad Pública","Aguascalientes","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",130,96,122,145,131,106,106,118,116,"114",NA,NA
"Seguridad Pública","Aguascalientes","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",141,148,187,181,165,144,159,199,193,"203",NA,NA
"Seguridad Pública","Aguascalientes","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",14,19,4,6,10,11,4,0,3,"0",NA,NA
"Seguridad Pública","Aguascalientes","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",233,237,246,239,253,209,225,219,257,"221",NA,NA
"Seguridad Pública","Aguascalientes","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",274,244,224,210,163,218,232,255,215,"225",NA,NA
"Seguridad Pública","Baja California","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",6834,6719,7455,7525,7815,8059,8480,8037,7785,"8115",NA,NA
"Seguridad Pública","Baja California","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",207,168,171,140,152,179,165,157,172,"154",NA,NA
"Seguridad Pública","Baja California","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",414,414,478,484,543,585,641,574,579,"567",NA,NA
"Seguridad Pública","Baja California","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",6,1,3,1,5,0,0,1,7,"3",NA,NA
"Seguridad Pública","Baja California","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2,0,1,0,0,0,0,0,0,"0",NA,NA
"Seguridad Pública","Baja California","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",56,65,69,74,69,73,76,74,72,"69",NA,NA
"Seguridad Pública","Baja California","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",125,133,127,143,127,139,157,151,133,"130",NA,NA
"Seguridad Pública","Baja California","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",831,700,827,658,685,614,647,660,617,"629",NA,NA
"Seguridad Pública","Baja California","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",231,188,225,277,221,210,199,208,203,"345",NA,NA
"Seguridad Pública","Baja California","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",10,9,10,7,10,14,10,6,3,"2",NA,NA
"Seguridad Pública","Baja California","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1003,1070,1214,1242,1357,1475,1428,1426,1406,"1444",NA,NA
"Seguridad Pública","Baja California","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",721,688,690,724,800,786,766,780,759,"694",NA,NA
"Seguridad Pública","Baja California Sur","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2038,1929,2097,2018,2215,2183,2337,2167,1979,"2061",NA,NA
"Seguridad Pública","Baja California Sur","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",9,13,12,15,21,33,25,33,20,"12",NA,NA
"Seguridad Pública","Baja California Sur","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",156,183,210,175,241,193,253,200,172,"221",NA,NA
"Seguridad Pública","Baja California Sur","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1,1,0,0,0,1,0,1,0,"1",NA,NA
"Seguridad Pública","Baja California Sur","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,0,0,0,0,0,0,1,0,"0",NA,NA
"Seguridad Pública","Baja California Sur","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",21,24,23,22,16,21,22,24,17,"18",NA,NA
"Seguridad Pública","Baja California Sur","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",83,59,56,74,70,61,69,86,80,"90",NA,NA
"Seguridad Pública","Baja California Sur","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",42,43,39,26,47,50,47,47,34,"51",NA,NA
"Seguridad Pública","Baja California Sur","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",32,39,30,38,38,52,35,58,41,"51",NA,NA
"Seguridad Pública","Baja California Sur","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",7,6,3,17,14,11,12,16,13,"12",NA,NA
"Seguridad Pública","Baja California Sur","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",257,234,293,257,288,270,327,293,288,"274",NA,NA
"Seguridad Pública","Baja California Sur","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",113,112,80,75,108,96,101,59,91,"87",NA,NA
"Seguridad Pública","Campeche","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",467,474,547,468,562,482,485,466,469,"405",NA,NA
"Seguridad Pública","Campeche","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",11,21,26,18,19,8,17,16,13,"8",NA,NA
"Seguridad Pública","Campeche","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",84,80,91,76,94,74,88,68,87,"75",NA,NA
"Seguridad Pública","Campeche","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,2,1,1,1,0,1,2,1,"0",NA,NA
"Seguridad Pública","Campeche","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,0,0,0,0,1,0,0,0,"0",NA,NA
"Seguridad Pública","Campeche","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",28,18,34,19,29,21,23,19,15,"23",NA,NA
"Seguridad Pública","Campeche","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",11,10,11,11,8,13,10,6,7,"7",NA,NA
"Seguridad Pública","Campeche","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",5,3,4,5,5,7,0,2,1,"3",NA,NA
"Seguridad Pública","Campeche","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",20,25,30,31,28,21,28,29,32,"25",NA,NA
"Seguridad Pública","Campeche","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,3,4,3,4,1,2,1,1,"0",NA,NA
"Seguridad Pública","Campeche","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",42,39,55,52,49,57,50,43,33,"35",NA,NA
"Seguridad Pública","Campeche","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",36,35,21,21,34,31,37,34,41,"41",NA,NA
"Seguridad Pública","Coahuila de Zaragoza","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",5050,5467,5697,6356,5945,5813,6400,5988,5322,"6525",NA,NA
"Seguridad Pública","Coahuila de Zaragoza","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",14,19,29,29,19,32,22,35,27,"31",NA,NA
"Seguridad Pública","Coahuila de Zaragoza","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",418,457,467,518,567,572,555,519,445,"613",NA,NA
"Seguridad Pública","Coahuila de Zaragoza","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1,1,0,0,1,2,0,0,1,"2",NA,NA
"Seguridad Pública","Coahuila de Zaragoza","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,0,0,0,0,0,0,0,0,"0",NA,NA
"Seguridad Pública","Coahuila de Zaragoza","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",33,48,68,39,45,48,52,45,24,"42",NA,NA
"Seguridad Pública","Coahuila de Zaragoza","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",120,33,27,37,60,117,117,110,73,"111",NA,NA
"Seguridad Pública","Coahuila de Zaragoza","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",20,32,18,23,18,13,22,26,22,"38",NA,NA
"Seguridad Pública","Coahuila de Zaragoza","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",72,39,19,51,49,60,68,63,55,"63",NA,NA
"Seguridad Pública","Coahuila de Zaragoza","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",3,8,7,6,3,2,3,5,6,"17",NA,NA
"Seguridad Pública","Coahuila de Zaragoza","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",966,1157,1301,1500,1380,1360,1350,1249,1151,"1220",NA,NA
"Seguridad Pública","Coahuila de Zaragoza","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",545,491,484,516,399,331,502,504,382,"447",NA,NA
"Seguridad Pública","Colima","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2045,1874,2091,1997,2250,2246,2443,2403,2390,"2547",NA,NA
"Seguridad Pública","Colima","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",66,43,69,58,59,65,58,44,49,"66",NA,NA
"Seguridad Pública","Colima","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",156,152,189,168,184,192,158,181,192,"198",NA,NA
"Seguridad Pública","Colima","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,2,1,0,0,0,0,0,0,"0",NA,NA
"Seguridad Pública","Colima","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,0,0,0,0,0,0,0,1,"0",NA,NA
"Seguridad Pública","Colima","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",10,12,11,10,17,14,18,17,18,"15",NA,NA
"Seguridad Pública","Colima","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",62,52,61,56,65,59,71,78,73,"57",NA,NA
"Seguridad Pública","Colima","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",56,72,78,62,75,68,77,59,60,"86",NA,NA
"Seguridad Pública","Colima","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",48,39,64,49,66,44,45,34,52,"60",NA,NA
"Seguridad Pública","Colima","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",16,9,7,8,14,7,10,10,13,"19",NA,NA
"Seguridad Pública","Colima","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",317,329,329,323,356,356,402,385,384,"360",NA,NA
"Seguridad Pública","Colima","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",155,157,142,145,166,184,226,249,236,"244",NA,NA
"Seguridad Pública","Chiapas","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1516,1274,1352,1093,884,638,701,793,749,"803",NA,NA
"Seguridad Pública","Chiapas","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",112,72,99,103,108,84,93,96,76,"89",NA,NA
"Seguridad Pública","Chiapas","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",143,137,144,63,73,46,66,73,65,"93",NA,NA
"Seguridad Pública","Chiapas","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,1,4,4,1,3,2,2,3,"2",NA,NA
"Seguridad Pública","Chiapas","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",3,0,4,2,1,0,0,0,0,"0",NA,NA
"Seguridad Pública","Chiapas","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",27,18,33,24,21,28,27,22,21,"20",NA,NA
"Seguridad Pública","Chiapas","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",9,6,10,11,10,5,10,6,11,"14",NA,NA
"Seguridad Pública","Chiapas","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",92,62,66,60,54,46,56,48,42,"49",NA,NA
"Seguridad Pública","Chiapas","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",14,10,8,13,11,10,17,12,11,"14",NA,NA
"Seguridad Pública","Chiapas","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",21,10,6,7,12,5,6,6,2,"5",NA,NA
"Seguridad Pública","Chiapas","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",52,58,75,90,69,73,54,79,65,"78",NA,NA
"Seguridad Pública","Chiapas","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",242,171,160,173,122,55,99,102,91,"78",NA,NA
"Seguridad Pública","Chihuahua","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",5620,6129,7032,6238,6287,6267,6597,6264,6047,"6346",NA,NA
"Seguridad Pública","Chihuahua","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",147,128,178,139,150,160,191,150,144,"128",NA,NA
"Seguridad Pública","Chihuahua","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",430,529,599,522,681,708,647,598,587,"657",NA,NA
"Seguridad Pública","Chihuahua","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",3,2,3,3,8,2,4,4,6,"5",NA,NA
"Seguridad Pública","Chihuahua","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2,7,5,5,10,7,7,3,7,"5",NA,NA
"Seguridad Pública","Chihuahua","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",76,117,210,147,135,108,130,123,100,"101",NA,NA
"Seguridad Pública","Chihuahua","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",143,170,177,128,135,125,137,130,144,"121",NA,NA
"Seguridad Pública","Chihuahua","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",271,288,243,237,274,252,304,249,298,"259",NA,NA
"Seguridad Pública","Chihuahua","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",120,133,146,131,127,138,134,101,115,"145",NA,NA
"Seguridad Pública","Chihuahua","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2,0,0,0,0,1,1,3,3,"0",NA,NA
"Seguridad Pública","Chihuahua","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",941,1002,1203,1217,1351,1355,1372,1354,1223,"1128",NA,NA
"Seguridad Pública","Chihuahua","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",357,291,275,297,311,290,337,324,281,"365",NA,NA
"Seguridad Pública","Ciudad de México","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",16548,16158,18545,17697,18534,16930,18042,18150,17332,"19126",NA,NA
"Seguridad Pública","Ciudad de México","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",105,112,135,132,121,136,134,135,112,"121",NA,NA
"Seguridad Pública","Ciudad de México","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",752,803,918,928,908,736,843,696,775,"929",NA,NA
"Seguridad Pública","Ciudad de México","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2,3,2,4,3,3,5,5,4,"9",NA,NA
"Seguridad Pública","Ciudad de México","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1,2,1,0,9,3,2,1,4,"2",NA,NA
"Seguridad Pública","Ciudad de México","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",169,177,209,194,187,166,177,172,176,"184",NA,NA
"Seguridad Pública","Ciudad de México","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",239,219,217,215,221,216,190,250,232,"201",NA,NA
"Seguridad Pública","Ciudad de México","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",374,496,549,520,511,475,522,522,484,"511",NA,NA
"Seguridad Pública","Ciudad de México","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",774,678,746,719,767,680,811,732,692,"727",NA,NA
"Seguridad Pública","Ciudad de México","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",83,98,147,127,142,173,194,164,140,"132",NA,NA
"Seguridad Pública","Ciudad de México","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2626,2606,3074,3070,3165,2646,3062,2876,2696,"2897",NA,NA
"Seguridad Pública","Ciudad de México","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",680,604,564,499,499,489,494,516,451,"470",NA,NA
"Seguridad Pública","Durango","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1522,1338,1835,1572,1689,1641,1473,1524,1534,"1630",NA,NA
"Seguridad Pública","Durango","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",16,28,19,19,24,22,24,19,30,"18",NA,NA
"Seguridad Pública","Durango","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",204,217,270,231,273,247,207,254,203,"255",NA,NA
"Seguridad Pública","Durango","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,1,0,1,1,1,1,0,0,"1",NA,NA
"Seguridad Pública","Durango","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,0,0,0,0,0,0,0,0,"0",NA,NA
"Seguridad Pública","Durango","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",20,14,25,22,23,24,21,24,20,"22",NA,NA
"Seguridad Pública","Durango","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",34,36,27,26,28,33,31,43,40,"30",NA,NA
"Seguridad Pública","Durango","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",71,37,40,37,43,32,31,37,44,"54",NA,NA
"Seguridad Pública","Durango","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",44,22,37,22,17,33,35,26,30,"35",NA,NA
"Seguridad Pública","Durango","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1,2,2,0,1,3,0,4,2,"1",NA,NA
"Seguridad Pública","Durango","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",346,293,417,433,505,512,411,455,415,"420",NA,NA
"Seguridad Pública","Durango","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",103,89,75,58,66,51,68,94,112,"112",NA,NA
