"Tema","Entidad","Indicador","link.de.consulta","2025_1","2025_2","2025_3","2025_4","2025_5","2025_6","2025_7","2025_8","2025_9"
"Económico","Aguascalientes","Empleos formales generados","https://mexicocomovamos.mx/datos/",2522,4571,5843,5451,6515,4555,5834,4548,6751
"Económico","Baja California","Empleos formales generados","https://mexicocomovamos.mx/datos/",9436,14000,16531,12678,13283,7608,5880,11855,11328
"Económico","Baja California Sur","Empleos formales generados","https://mexicocomovamos.mx/datos/",238,2084,2956,3561,7140,9882,9321,7159,8723
"Económico","Campeche","Empleos formales generados","https://mexicocomovamos.mx/datos/",-4496,-5440,-837,-1930,-7349,-3123,4255,1117,7163
"Económico","Coahuila de Zaragoza","Empleos formales generados","https://mexicocomovamos.mx/datos/",4454,3802,6764,4227,2318,-2121,-3813,-2385,-3493
"Económico","Colima","Empleos formales generados","https://mexicocomovamos.mx/datos/",1251,2637,4416,3531,3395,2156,1594,2741,3983
"Económico","Chiapas","Empleos formales generados","https://mexicocomovamos.mx/datos/",-1552,3303,-910,-1880,-928,-1270,-4419,-4637,-4471
"Económico","Chihuahua","Empleos formales generados","https://mexicocomovamos.mx/datos/",5966,6776,4877,4791,3758,4491,3263,4626,6316
"Económico","Ciudad de México","Empleos formales generados","https://mexicocomovamos.mx/datos/",-16965,-758,-12820,-8031,1726,-15274,78613,76310,69064
"Económico","Durango","Empleos formales generados","https://mexicocomovamos.mx/datos/",993,2780,3558,5227,2240,2495,1589,1285,2593
"Económico","Guanajuato","Empleos formales generados","https://mexicocomovamos.mx/datos/",5637,11860,14848,15311,12726,13710,13621,14141,16559
"Económico","Guerrero","Empleos formales generados","https://mexicocomovamos.mx/datos/",-1886,3602,9345,-2576,-3232,1854,-3072,-3805,-2681
"Económico","Hidalgo","Empleos formales generados","https://mexicocomovamos.mx/datos/",2949,2217,2106,3536,8464,1715,5966,4057,13891
"Económico","Jalisco","Empleos formales generados","https://mexicocomovamos.mx/datos/",10459,25591,28754,24862,18726,16846,13287,21377,30722
"Económico","México","Empleos formales generados","https://mexicocomovamos.mx/datos/",4354,13648,24875,30956,37022,42453,92336,94781,121528
"Económico","Michoacán de Ocampo","Empleos formales generados","https://mexicocomovamos.mx/datos/",1137,-373,1633,3857,2819,-744,-220,-2628,5161
"Económico","Morelos","Empleos formales generados","https://mexicocomovamos.mx/datos/",-741,269,588,-255,-764,-1188,-1729,-721,-315
"Económico","Nayarit","Empleos formales generados","https://mexicocomovamos.mx/datos/",1752,4282,3905,482,-1367,-1257,-820,293,2913
"Económico","Nuevo León","Empleos formales generados","https://mexicocomovamos.mx/datos/",14875,33040,35832,32834,26874,28202,31110,31462,45429
"Económico","Oaxaca","Empleos formales generados","https://mexicocomovamos.mx/datos/",-2042,-1270,-984,-1655,-5480,-7442,-8958,-7701,-6926
"Económico","Puebla","Empleos formales generados","https://mexicocomovamos.mx/datos/",-4346,-1898,4075,-646,-614,-287,-344,-3066,-3524
"Económico","Querétaro","Empleos formales generados","https://mexicocomovamos.mx/datos/",3604,8657,11386,10138,7826,8928,5878,10628,11840
"Económico","Quintana Roo","Empleos formales generados","https://mexicocomovamos.mx/datos/",9516,13662,14864,16272,14612,15236,16222,9710,12607
"Económico","San Luis Potosí","Empleos formales generados","https://mexicocomovamos.mx/datos/",6639,10224,12506,8345,3257,2889,1815,2511,5973
"Económico","Sinaloa","Empleos formales generados","https://mexicocomovamos.mx/datos/",8171,9644,1076,-4667,-21079,-36068,-36308,-26214,-10674
"Económico","Sonora","Empleos formales generados","https://mexicocomovamos.mx/datos/",12649,15677,18137,5962,7136,3026,-7923,-6885,-370
"Económico","Tabasco","Empleos formales generados","https://mexicocomovamos.mx/datos/",-2101,-2109,-3197,-2590,-2492,-6699,-7943,-8576,-8497
"Económico","Tamaulipas","Empleos formales generados","https://mexicocomovamos.mx/datos/",3012,6180,7686,6539,4691,5882,4242,3727,-931
"Económico","Tlaxcala","Empleos formales generados","https://mexicocomovamos.mx/datos/",-145,2001,2301,2081,1666,748,330,563,811
"Económico","Veracruz de Ignacio de la Llave","Empleos formales generados","https://mexicocomovamos.mx/datos/",1803,4577,4221,3057,-7386,-8920,-16197,-11057,-7338
"Económico","Yucatán","Empleos formales generados","https://mexicocomovamos.mx/datos/",-2330,573,2705,1824,568,1617,-5882,-6118,-89
"Económico","Zacatecas","Empleos formales generados","https://mexicocomovamos.mx/datos/",-1646,-1257,-309,-2003,-2406,-2613,-2740,-2560,-743
"Seguridad Pública","Aguascalientes","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",3375,3316,3651,3165,3316,3162,3196,3287,3389
"Seguridad Pública","Aguascalientes","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",22,18,19,15,22,20,17,18,24
"Seguridad Pública","Aguascalientes","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",310,378,419,371,420,366,337,348,381
"Seguridad Pública","Aguascalientes","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,0,1,0,0,2,0,0,1
"Seguridad Pública","Aguascalientes","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,0,0,0,0,0,0,0,0
"Seguridad Pública","Aguascalientes","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",21,36,26,35,36,41,28,33,35
"Seguridad Pública","Aguascalientes","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",167,138,150,133,120,149,136,144,157
"Seguridad Pública","Aguascalientes","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",130,96,122,145,131,106,106,118,116
"Seguridad Pública","Aguascalientes","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",141,148,187,181,165,144,159,199,193
"Seguridad Pública","Aguascalientes","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",14,19,4,6,10,11,4,0,3
"Seguridad Pública","Aguascalientes","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",233,237,246,239,253,209,225,219,257
"Seguridad Pública","Aguascalientes","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",274,244,224,210,163,218,232,255,215
"Seguridad Pública","Baja California","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",6834,6719,7455,7525,7815,8059,8480,8037,7785
"Seguridad Pública","Baja California","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",207,168,171,140,152,179,165,157,172
"Seguridad Pública","Baja California","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",414,414,478,484,543,585,641,574,579
"Seguridad Pública","Baja California","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",6,1,3,1,5,0,0,1,7
"Seguridad Pública","Baja California","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2,0,1,0,0,0,0,0,0
"Seguridad Pública","Baja California","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",56,65,69,74,69,73,76,74,72
"Seguridad Pública","Baja California","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",125,133,127,143,127,139,157,151,133
"Seguridad Pública","Baja California","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",831,700,827,658,685,614,647,660,617
"Seguridad Pública","Baja California","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",231,188,225,277,221,210,199,208,203
"Seguridad Pública","Baja California","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",10,9,10,7,10,14,10,6,3
"Seguridad Pública","Baja California","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1003,1070,1214,1242,1357,1475,1428,1426,1406
"Seguridad Pública","Baja California","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",721,688,690,724,800,786,766,780,759
"Seguridad Pública","Baja California Sur","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2038,1929,2097,2018,2215,2183,2337,2167,1979
"Seguridad Pública","Baja California Sur","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",9,13,12,15,21,33,25,33,20
"Seguridad Pública","Baja California Sur","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",156,183,210,175,241,193,253,200,172
"Seguridad Pública","Baja California Sur","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1,1,0,0,0,1,0,1,0
"Seguridad Pública","Baja California Sur","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,0,0,0,0,0,0,1,0
"Seguridad Pública","Baja California Sur","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",21,24,23,22,16,21,22,24,17
"Seguridad Pública","Baja California Sur","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",83,59,56,74,70,61,69,86,80
"Seguridad Pública","Baja California Sur","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",42,43,39,26,47,50,47,47,34
"Seguridad Pública","Baja California Sur","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",32,39,30,38,38,52,35,58,41
"Seguridad Pública","Baja California Sur","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",7,6,3,17,14,11,12,16,13
"Seguridad Pública","Baja California Sur","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",257,234,293,257,288,270,327,293,288
"Seguridad Pública","Baja California Sur","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",113,112,80,75,108,96,101,59,91
"Seguridad Pública","Campeche","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",467,474,547,468,562,482,485,466,469
"Seguridad Pública","Campeche","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",11,21,26,18,19,8,17,16,13
"Seguridad Pública","Campeche","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",84,80,91,76,94,74,88,68,87
"Seguridad Pública","Campeche","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,2,1,1,1,0,1,2,1
"Seguridad Pública","Campeche","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,0,0,0,0,1,0,0,0
"Seguridad Pública","Campeche","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",28,18,34,19,29,21,23,19,15
"Seguridad Pública","Campeche","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",11,10,11,11,8,13,10,6,7
"Seguridad Pública","Campeche","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",5,3,4,5,5,7,0,2,1
"Seguridad Pública","Campeche","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",20,25,30,31,28,21,28,29,32
"Seguridad Pública","Campeche","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,3,4,3,4,1,2,1,1
"Seguridad Pública","Campeche","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",42,39,55,52,49,57,50,43,33
"Seguridad Pública","Campeche","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",36,35,21,21,34,31,37,34,41
"Seguridad Pública","Coahuila de Zaragoza","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",5050,5467,5697,6356,5946,5813,6400,5988,5322
"Seguridad Pública","Coahuila de Zaragoza","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",14,19,29,29,19,32,22,35,27
"Seguridad Pública","Coahuila de Zaragoza","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",418,457,467,518,567,572,555,519,445
"Seguridad Pública","Coahuila de Zaragoza","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1,1,0,0,2,2,0,0,1
"Seguridad Pública","Coahuila de Zaragoza","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,0,0,0,0,0,0,0,0
"Seguridad Pública","Coahuila de Zaragoza","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",33,48,68,39,45,48,52,45,24
"Seguridad Pública","Coahuila de Zaragoza","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",120,33,27,37,60,117,117,110,73
"Seguridad Pública","Coahuila de Zaragoza","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",20,32,18,23,18,13,22,26,22
"Seguridad Pública","Coahuila de Zaragoza","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",72,39,19,51,49,60,68,63,55
"Seguridad Pública","Coahuila de Zaragoza","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",3,8,7,6,3,2,3,5,6
"Seguridad Pública","Coahuila de Zaragoza","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",966,1157,1301,1500,1380,1360,1350,1249,1151
"Seguridad Pública","Coahuila de Zaragoza","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",545,491,484,516,399,331,502,504,382
"Seguridad Pública","Colima","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2045,1874,2091,1997,2250,2246,2443,2403,2390
"Seguridad Pública","Colima","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",66,43,69,58,59,65,58,44,49
"Seguridad Pública","Colima","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",156,152,189,168,184,192,158,181,192
"Seguridad Pública","Colima","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,2,1,0,0,0,0,0,0
"Seguridad Pública","Colima","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,0,0,0,0,0,0,0,1
"Seguridad Pública","Colima","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",10,12,11,10,17,14,18,17,18
"Seguridad Pública","Colima","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",62,52,61,56,65,59,71,78,73
"Seguridad Pública","Colima","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",56,72,78,62,75,68,77,59,60
"Seguridad Pública","Colima","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",48,39,64,49,66,44,45,34,52
"Seguridad Pública","Colima","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",16,9,7,8,14,7,10,10,13
"Seguridad Pública","Colima","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",317,329,329,323,356,356,402,385,384
"Seguridad Pública","Colima","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",155,157,142,145,166,184,226,249,236
"Seguridad Pública","Chiapas","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1516,1274,1352,1093,884,638,701,793,749
"Seguridad Pública","Chiapas","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",112,72,99,103,108,84,93,96,76
"Seguridad Pública","Chiapas","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",143,137,144,63,73,46,66,73,65
"Seguridad Pública","Chiapas","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,1,4,4,1,3,2,2,3
"Seguridad Pública","Chiapas","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",3,0,4,2,1,0,0,0,0
"Seguridad Pública","Chiapas","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",27,18,33,24,21,28,27,22,21
"Seguridad Pública","Chiapas","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",9,6,10,11,10,5,10,6,11
"Seguridad Pública","Chiapas","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",92,62,66,60,54,46,56,48,42
"Seguridad Pública","Chiapas","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",14,10,8,13,11,10,17,12,11
"Seguridad Pública","Chiapas","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",21,10,6,7,12,5,6,6,2
"Seguridad Pública","Chiapas","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",52,58,75,90,69,73,54,79,65
"Seguridad Pública","Chiapas","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",242,171,160,173,122,55,99,102,91
"Seguridad Pública","Chihuahua","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",5620,6129,7032,6237,6287,6267,6597,6264,6045
"Seguridad Pública","Chihuahua","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",147,128,178,138,150,160,191,150,144
"Seguridad Pública","Chihuahua","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",430,529,599,522,681,708,647,598,587
"Seguridad Pública","Chihuahua","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",3,2,3,3,8,2,4,4,5
"Seguridad Pública","Chihuahua","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2,7,5,5,10,7,7,3,6
"Seguridad Pública","Chihuahua","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",76,117,210,147,135,108,130,123,100
"Seguridad Pública","Chihuahua","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",143,170,177,128,135,125,137,130,144
"Seguridad Pública","Chihuahua","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",271,288,243,237,274,252,304,249,298
"Seguridad Pública","Chihuahua","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",120,133,146,131,127,138,134,101,115
"Seguridad Pública","Chihuahua","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2,0,0,0,0,1,1,3,3
"Seguridad Pública","Chihuahua","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",941,1002,1203,1217,1351,1355,1372,1354,1223
"Seguridad Pública","Chihuahua","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",357,291,275,297,311,290,337,324,281
"Seguridad Pública","Ciudad de México","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",16538,16160,18545,17695,18534,16932,18041,18148,17333
"Seguridad Pública","Ciudad de México","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",104,110,135,132,121,136,134,135,108
"Seguridad Pública","Ciudad de México","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",752,807,918,928,908,737,843,698,779
"Seguridad Pública","Ciudad de México","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2,3,2,4,3,3,5,3,4
"Seguridad Pública","Ciudad de México","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1,2,1,0,9,3,2,1,4
"Seguridad Pública","Ciudad de México","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",169,177,209,193,187,166,177,172,176
"Seguridad Pública","Ciudad de México","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",239,219,217,215,221,216,190,250,232
"Seguridad Pública","Ciudad de México","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",374,496,549,519,512,476,524,522,486
"Seguridad Pública","Ciudad de México","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",774,678,746,719,767,680,811,732,692
"Seguridad Pública","Ciudad de México","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",63,98,131,127,141,173,190,134,140
"Seguridad Pública","Ciudad de México","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2623,2606,3074,3070,3165,2646,3062,2876,2696
"Seguridad Pública","Ciudad de México","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",680,604,564,499,499,489,494,515,451
"Seguridad Pública","Durango","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1522,1338,1835,1572,1689,1641,1473,1524,1534
"Seguridad Pública","Durango","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",16,28,19,19,24,22,24,19,30
"Seguridad Pública","Durango","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",204,217,270,231,273,247,207,254,203
"Seguridad Pública","Durango","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,1,0,1,1,1,1,0,0
"Seguridad Pública","Durango","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,0,0,0,0,0,0,0,0
"Seguridad Pública","Durango","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",20,14,25,22,23,24,21,24,20
"Seguridad Pública","Durango","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",34,36,27,26,28,33,31,43,40
"Seguridad Pública","Durango","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",71,37,40,37,43,32,31,37,44
